n_iter: 500	55	148	0
n_iter: 500	55	245	0
n_iter: 500	55	403	0
n_iter: 500	55	665	0
n_iter: 500	55	1097	0
n_iter: 500	55	1808	0
n_iter: 500	55	2981	0
n_iter: 500	55	4915	0
n_iter: 500	55	8103	0
n_iter: 500	55	13360	0
n_iter: 412	55	22026	0
n_iter: 250	55	36316	1
n_iter: 151	55	59874	1
n_iter: 92	55	98716	1
n_iter: 55	55	162755	1
n_iter: 33	55	268337	1
n_iter: 25	55	442413	1
n_iter: 25	55	729416	1
n_iter: 25	55	1202604	1
n_iter: 500	90	12	0
n_iter: 500	90	20	0
n_iter: 500	90	33	0
n_iter: 500	90	55	0
n_iter: 500	90	90	0
n_iter: 500	90	148	0
n_iter: 500	90	245	0
n_iter: 500	90	403	0
n_iter: 500	90	665	0
n_iter: 500	90	1097	0
n_iter: 500	90	1808	0
n_iter: 500	90	2981	0
n_iter: 500	90	4915	0
n_iter: 500	90	8103	0
n_iter: 415	90	13360	0
n_iter: 252	90	22026	0
n_iter: 152	90	36316	1
n_iter: 92	90	59874	1
n_iter: 56	90	98716	1
n_iter: 34	90	162755	1
n_iter: 25	90	268337	1
n_iter: 25	90	442413	1
n_iter: 25	90	729416	1
n_iter: 25	90	1202604	1
n_iter: 500	148	12	0
n_iter: 500	148	20	0
n_iter: 500	148	33	0
n_iter: 500	148	55	0
n_iter: 500	148	90	0
n_iter: 500	148	148	0
n_iter: 500	148	245	0
n_iter: 500	148	403	0
n_iter: 500	148	665	0
n_iter: 500	148	1097	0
n_iter: 500	148	1808	0
n_iter: 500	148	2981	0
n_iter: 500	148	4915	0
n_iter: 416	148	8103	0
n_iter: 252	148	13360	1
n_iter: 153	148	22026	1
n_iter: 93	148	36316	1
n_iter: 56	148	59874	1
n_iter: 34	148	98716	1
n_iter: 25	148	162755	1
n_iter: 25	148	268337	1
n_iter: 25	148	442413	1
n_iter: 25	148	729416	1
n_iter: 25	148	1202604	1
n_iter: 500	245	12	0
n_iter: 500	245	20	0
n_iter: 500	245	33	0
n_iter: 500	245	55	0
n_iter: 500	245	90	0
n_iter: 500	245	148	0
n_iter: 500	245	245	0
n_iter: 500	245	403	0
n_iter: 500	245	665	0
n_iter: 500	245	1097	0
n_iter: 500	245	1808	0
n_iter: 500	245	2981	0
n_iter: 415	245	4915	0
n_iter: 251	245	8103	0
n_iter: 152	245	13360	1
n_iter: 92	245	22026	1
n_iter: 56	245	36316	1
n_iter: 34	245	59874	1
n_iter: 25	245	98716	1
n_iter: 25	245	162755	1
n_iter: 25	245	268337	1
n_iter: 25	245	442413	1
n_iter: 25	245	729416	1
n_iter: 25	245	1202604	1
n_iter: 500	403	12	0
n_iter: 500	403	20	0
n_iter: 500	403	33	0
n_iter: 500	403	55	0
n_iter: 500	403	90	0
n_iter: 500	403	148	0
n_iter: 500	403	245	0
n_iter: 500	403	403	0
n_iter: 500	403	665	0
n_iter: 500	403	1097	0
n_iter: 500	403	1808	0
n_iter: 416	403	2981	0
n_iter: 252	403	4915	0
n_iter: 153	403	8103	0
n_iter: 92	403	13360	0
n_iter: 56	403	22026	1
n_iter: 34	403	36316	1
n_iter: 25	403	59874	1
n_iter: 25	403	98716	1
n_iter: 25	403	162755	1
n_iter: 25	403	268337	1
n_iter: 25	403	442413	1
n_iter: 25	403	729416	1
n_iter: 25	403	1202604	1
n_iter: 500	665	12	0
n_iter: 500	665	20	0
n_iter: 500	665	33	0
n_iter: 500	665	55	0
n_iter: 500	665	90	0
n_iter: 500	665	148	0
n_iter: 500	665	245	0
n_iter: 500	665	403	0
n_iter: 500	665	665	0
n_iter: 500	665	1097	0
n_iter: 415	665	1808	0
n_iter: 252	665	2981	0
n_iter: 152	665	4915	0
n_iter: 92	665	8103	0
n_iter: 56	665	13360	1
n_iter: 34	665	22026	1
n_iter: 25	665	36316	1
n_iter: 25	665	59874	1
n_iter: 25	665	98716	1
n_iter: 25	665	162755	1
n_iter: 25	665	268337	1
n_iter: 25	665	442413	1
n_iter: 25	665	729416	1
n_iter: 25	665	1202604	1
n_iter: 500	1097	12	0
n_iter: 500	1097	20	0
n_iter: 500	1097	33	0
n_iter: 500	1097	55	0
n_iter: 500	1097	90	0
n_iter: 500	1097	148	0
n_iter: 500	1097	245	0
n_iter: 500	1097	403	0
n_iter: 500	1097	665	0
n_iter: 415	1097	1097	0
n_iter: 252	1097	1808	0
n_iter: 152	1097	2981	0
n_iter: 92	1097	4915	0
n_iter: 56	1097	8103	1
n_iter: 34	1097	13360	1
n_iter: 25	1097	22026	1
n_iter: 25	1097	36316	1
n_iter: 25	1097	59874	1
n_iter: 25	1097	98716	1
n_iter: 25	1097	162755	1
n_iter: 25	1097	268337	1
n_iter: 25	1097	442413	1
n_iter: 25	1097	729416	1
n_iter: 500	1808	12	0
n_iter: 500	1808	20	0
n_iter: 500	1808	33	0
n_iter: 500	1808	55	0
n_iter: 500	1808	90	0
n_iter: 500	1808	148	0
n_iter: 500	1808	245	0
n_iter: 500	1808	403	0
n_iter: 415	1808	665	0
n_iter: 252	1808	1097	0
n_iter: 152	1808	1808	0
n_iter: 92	1808	2981	0
n_iter: 56	1808	4915	0
n_iter: 34	1808	8103	1
n_iter: 25	1808	13360	1
n_iter: 25	1808	22026	1
n_iter: 25	1808	36316	1
n_iter: 25	1808	59874	1
n_iter: 25	1808	98716	1
n_iter: 25	1808	162755	1
n_iter: 25	1808	268337	1
n_iter: 25	1808	442413	1
n_iter: 500	2981	12	0
n_iter: 500	2981	20	0
n_iter: 500	2981	33	0
n_iter: 500	2981	55	0
n_iter: 500	2981	90	0
n_iter: 500	2981	148	0
n_iter: 500	2981	245	0
n_iter: 416	2981	403	0
n_iter: 252	2981	665	0
n_iter: 152	2981	1097	0
n_iter: 92	2981	1808	0
n_iter: 56	2981	2981	0
n_iter: 34	2981	4915	1
n_iter: 25	2981	8103	1
n_iter: 25	2981	13360	1
n_iter: 25	2981	22026	1
n_iter: 25	2981	36316	1
n_iter: 25	2981	59874	1
n_iter: 25	2981	98716	1
n_iter: 25	2981	162755	1
n_iter: 25	2981	268337	1
n_iter: 500	4915	12	0
n_iter: 500	4915	20	0
n_iter: 500	4915	33	0
n_iter: 500	4915	55	0
n_iter: 500	4915	90	0
n_iter: 500	4915	148	0
n_iter: 415	4915	245	0
n_iter: 252	4915	403	0
n_iter: 152	4915	665	0
n_iter: 92	4915	1097	0
n_iter: 56	4915	1808	0
n_iter: 34	4915	2981	1
n_iter: 25	4915	4915	1
n_iter: 25	4915	8103	1
n_iter: 25	4915	13360	1
n_iter: 25	4915	22026	1
n_iter: 25	4915	36316	1
n_iter: 25	4915	59874	1
n_iter: 25	4915	98716	1
n_iter: 25	4915	162755	1
n_iter: 500	8103	12	0
n_iter: 500	8103	20	0
n_iter: 500	8103	33	0
n_iter: 500	8103	55	0
n_iter: 500	8103	90	0
n_iter: 416	8103	148	0
n_iter: 251	8103	245	0
n_iter: 153	8103	403	0
n_iter: 92	8103	665	0
n_iter: 56	8103	1097	0
n_iter: 34	8103	1808	1
n_iter: 25	8103	2981	1
n_iter: 25	8103	4915	1
n_iter: 25	8103	8103	1
n_iter: 25	8103	13360	1
n_iter: 25	8103	22026	1
n_iter: 25	8103	36316	1
n_iter: 25	8103	59874	1
n_iter: 25	8103	98716	1
n_iter: 500	13360	12	0
n_iter: 500	13360	20	0
n_iter: 500	13360	33	0
n_iter: 500	13360	55	0
n_iter: 415	13360	90	0
n_iter: 252	13360	148	0
n_iter: 152	13360	245	0
n_iter: 92	13360	403	0
n_iter: 56	13360	665	0
n_iter: 34	13360	1097	1
n_iter: 25	13360	1808	1
n_iter: 25	13360	2981	1
n_iter: 25	13360	4915	1
n_iter: 25	13360	8103	1
n_iter: 25	13360	13360	1
n_iter: 25	13360	22026	1
n_iter: 25	13360	36316	1
n_iter: 25	13360	59874	1
n_iter: 500	22026	12	0
n_iter: 500	22026	20	0
n_iter: 500	22026	33	0
n_iter: 412	22026	55	0
n_iter: 252	22026	90	0
n_iter: 153	22026	148	0
n_iter: 92	22026	245	0
n_iter: 56	22026	403	0
n_iter: 34	22026	665	1
n_iter: 25	22026	1097	1
n_iter: 25	22026	1808	1
n_iter: 25	22026	2981	1
n_iter: 25	22026	4915	1
n_iter: 25	22026	8103	1
n_iter: 25	22026	13360	1
n_iter: 25	22026	22026	1
n_iter: 25	22026	36316	1
n_iter: 500	36316	12	0
n_iter: 500	36316	20	0
n_iter: 417	36316	33	0
n_iter: 250	36316	55	0
n_iter: 152	36316	90	0
n_iter: 93	36316	148	0
n_iter: 56	36316	245	0
n_iter: 34	36316	403	1
n_iter: 25	36316	665	1
n_iter: 25	36316	1097	1
n_iter: 25	36316	1808	1
n_iter: 25	36316	2981	1
n_iter: 25	36316	4915	1
n_iter: 25	36316	8103	1
n_iter: 25	36316	13360	1
n_iter: 25	36316	22026	1
n_iter: 500	59874	12	0
n_iter: 417	59874	20	0
n_iter: 253	59874	33	0
n_iter: 151	59874	55	0
n_iter: 92	59874	90	0
n_iter: 56	59874	148	0
n_iter: 34	59874	245	1
n_iter: 25	59874	403	1
n_iter: 25	59874	665	1
n_iter: 25	59874	1097	1
n_iter: 25	59874	1808	1
n_iter: 25	59874	2981	1
n_iter: 25	59874	4915	1
n_iter: 25	59874	8103	1
n_iter: 25	59874	13360	1
n_iter: 422	98716	12	0
n_iter: 253	98716	20	0
n_iter: 153	98716	33	0
n_iter: 92	98716	55	0
n_iter: 56	98716	90	0
n_iter: 34	98716	148	1
n_iter: 25	98716	245	1
n_iter: 25	98716	403	1
n_iter: 25	98716	665	1
n_iter: 25	98716	1097	1
n_iter: 25	98716	1808	1
n_iter: 25	98716	2981	1
n_iter: 25	98716	4915	1
n_iter: 25	98716	8103	1
n_iter: 256	162755	12	0
n_iter: 153	162755	20	0
n_iter: 93	162755	33	0
n_iter: 55	162755	55	0
n_iter: 34	162755	90	0
n_iter: 25	162755	148	1
n_iter: 25	162755	245	1
n_iter: 25	162755	403	1
n_iter: 25	162755	665	1
n_iter: 25	162755	1097	1
n_iter: 25	162755	1808	1
n_iter: 25	162755	2981	1
n_iter: 25	162755	4915	1
n_iter: 155	268337	12	0
n_iter: 93	268337	20	0
n_iter: 56	268337	33	0
n_iter: 33	268337	55	0
n_iter: 25	268337	90	0
n_iter: 25	268337	148	1
n_iter: 25	268337	245	1
n_iter: 25	268337	403	1
n_iter: 25	268337	665	1
n_iter: 25	268337	1097	1
n_iter: 25	268337	1808	1
n_iter: 25	268337	2981	1
n_iter: 94	442413	12	0
n_iter: 56	442413	20	0
n_iter: 34	442413	33	0
n_iter: 25	442413	55	0
n_iter: 25	442413	90	1
n_iter: 25	442413	148	1
n_iter: 25	442413	245	1
n_iter: 25	442413	403	1
n_iter: 25	442413	665	1
n_iter: 25	442413	1097	1
n_iter: 25	442413	1808	1
n_iter: 57	729416	12	0
n_iter: 34	729416	20	0
n_iter: 25	729416	33	0
n_iter: 25	729416	55	0
n_iter: 25	729416	90	1
n_iter: 25	729416	148	1
n_iter: 25	729416	245	1
n_iter: 25	729416	403	1
n_iter: 25	729416	665	1
n_iter: 25	729416	1097	1
n_iter: 34	1202604	12	0
n_iter: 25	1202604	20	0
n_iter: 25	1202604	33	0
n_iter: 25	1202604	55	0
n_iter: 25	1202604	90	1
n_iter: 25	1202604	148	1
n_iter: 25	1202604	245	1
n_iter: 25	1202604	403	1
n_iter: 25	1202604	665	1
12	355375
20	215546
33	48095
55	29171
90	29171
148	10731
245	10731
403	17693
665	10731
1097	6509
1808	6509
2981	3948
4915	2395
8103	1452
13360	881
22026	534
36316	324
59874	197
98716	119
162755	119
268337	119
442413	72
729416	72
1202604	72
